timestamp,temperature,pressure,humidity,altitude,uv
0, 25.95, 98975, 43, 197.48, 0.73
35, 25.95, 98975, 43, 197.48, 0.73
46, 25.95, 98975, 43, 197.48, 0.73
54, 25.95, 98975, 43, 197.48, 0.73
64, 25.95, 98975, 43, 197.48, 0.73
72, 25.95, 98975, 43, 197.48, 0.73
80, 25.95, 98975, 43, 197.48, 0.73
88, 25.95, 98975, 43, 197.48, 0.73
97, 25.95, 98975, 43, 197.48, 0.73
106, 25.95, 98975, 43, 197.48, 0.73
114, 25.95, 98975, 43, 197.48, 0.73
123, 25.95, 98975, 43, 197.48, 0.73
131, 25.95, 98975, 43, 197.48, 0.73
144, 25.91, 98970, 43, 197.91, 0.68
153, 25.91, 98970, 43, 197.91, 0.73
161, 25.91, 98970, 43, 197.91, 0.73
170, 25.91, 98970, 43, 197.91, 0.73
178, 25.91, 98970, 43, 197.91, 0.73
186, 25.91, 98970, 43, 197.91, 0.73
196, 25.91, 98970, 43, 197.91, 0.73
204, 25.91, 98970, 43, 197.91, 0.73
212, 25.91, 98970, 43, 197.91, 0.73
221, 25.91, 98970, 43, 197.91, 0.73
229, 25.91, 98970, 43, 197.91, 0.73
238, 25.91, 98969, 44, 197.99, 0.73
247, 25.90, 98969, 44, 197.99, 0.73
255, 25.90, 98969, 44, 197.99, 0.73
269, 25.90, 98969, 44, 197.99, 0.73
278, 25.90, 98969, 44, 197.99, 0.73
286, 25.90, 98969, 44, 197.99, 0.73
295, 25.90, 98969, 44, 197.99, 0.73
303, 25.90, 98969, 44, 197.99, 0.73
311, 25.90, 98969, 44, 197.99, 0.73
320, 25.90, 98969, 44, 197.99, 0.73
329, 25.90, 98969, 44, 197.99, 0.73
337, 25.91, 98969, 43, 197.99, 0.73
345, 25.91, 98969, 43, 197.99, 0.73
354, 25.91, 98969, 43, 197.99, 0.73
363, 25.91, 98969, 43, 197.99, 0.73
371, 25.91, 98969, 43, 197.99, 0.73
380, 25.91, 98969, 43, 197.99, 0.73
392, 25.91, 98969, 43, 197.99, 0.73
400, 25.91, 98969, 43, 197.99, 0.73
409, 25.91, 98969, 43, 197.99, 0.73
418, 25.91, 98969, 43, 197.99, 0.73
426, 25.91, 98969, 43, 197.99, 0.73
434, 25.90, 98968, 44, 198.08, 0.73
443, 25.90, 98968, 44, 198.08, 0.73
452, 25.90, 98968, 44, 198.08, 0.73
460, 25.90, 98968, 44, 198.08, 0.73
468, 25.90, 98968, 44, 198.08, 0.73
477, 25.90, 98968, 44, 198.08, 0.73
485, 25.90, 98968, 44, 198.08, 0.73
494, 25.90, 98968, 44, 198.08, 0.73
503, 25.90, 98968, 44, 198.08, 0.73
517, 25.90, 98968, 44, 198.08, 0.73
525, 25.90, 98968, 44, 197.99, 0.73
534, 25.90, 98968, 44, 198.08, 0.73
542, 25.90, 98968, 44, 198.08, 0.73
551, 25.90, 98968, 44, 198.08, 0.73
559, 25.90, 98968, 44, 198.08, 0.73
567, 25.90, 98968, 44, 198.08, 0.73
577, 25.90, 98968, 44, 198.08, 0.73
585, 25.90, 98968, 44, 198.08, 0.73
593, 25.90, 98968, 44, 198.08, 0.73
602, 25.90, 98968, 44, 198.08, 0.73
610, 25.90, 98968, 44, 198.08, 0.73
619, 25.90, 98968, 44, 198.08, 0.73
628, 25.89, 98970, 44, 197.91, 0.88
639, 25.89, 98970, 44, 197.91, 0.73
648, 25.89, 98970, 44, 197.91, 0.73
656, 25.89, 98970, 44, 197.91, 0.73
665, 25.89, 98970, 44, 197.91, 0.73
674, 25.89, 98970, 44, 197.91, 0.73
682, 25.89, 98970, 44, 197.91, 0.73
690, 25.89, 98970, 44, 197.91, 0.73
699, 25.89, 98970, 44, 197.91, 0.73
708, 25.89, 98970, 44, 197.91, 0.73
716, 25.89, 98970, 44, 197.91, 0.73
725, 25.89, 98968, 44, 198.08, 0.73
733, 25.89, 98968, 44, 198.08, 0.73
741, 25.89, 98968, 44, 198.08, 0.73
756, 25.89, 98968, 44, 198.08, 0.83
764, 25.89, 98968, 44, 198.08, 0.73
773, 25.89, 98968, 44, 198.08, 0.73
781, 25.89, 98968, 44, 198.08, 0.73
790, 25.89, 98968, 44, 198.08, 0.73
799, 25.89, 98968, 44, 198.08, 0.73
807, 25.89, 98968, 44, 198.08, 0.73
815, 25.89, 98968, 44, 198.08, 0.73
824, 25.89, 98971, 44, 197.82, 0.73
833, 25.89, 98971, 44, 197.82, 0.73
841, 25.89, 98971, 44, 197.82, 0.73
850, 25.89, 98971, 44, 197.82, 0.73
858, 25.89, 98971, 44, 197.82, 0.73
866, 25.89, 98971, 44, 197.82, 0.73
879, 25.89, 98971, 44, 197.82, 0.73
887, 25.89, 98971, 44, 197.82, 0.73
896, 25.89, 98971, 44, 197.82, 0.73
904, 25.89, 98971, 44, 197.82, 0.73
912, 25.89, 98971, 44, 197.82, 0.73
922, 25.88, 98969, 44, 197.99, 0.73
930, 25.88, 98969, 44, 197.99, 0.73
938, 25.88, 98969, 44, 197.99, 0.73
947, 25.88, 98969, 44, 197.99, 0.73
955, 25.88, 98969, 44, 197.99, 0.73
964, 25.88, 98969, 44, 197.99, 0.73
973, 25.88, 98969, 44, 197.99, 0.73
981, 25.88, 98969, 44, 197.99, 0.73
989, 25.88, 98969, 44, 197.91, 0.73
1020, 25.88, 98969, 44, 197.99, 0.73
1028, 25.88, 98969, 44, 197.99, 0.73
1036, 25.88, 98969, 44, 197.99, 0.73
1046, 25.88, 98969, 44, 197.99, 0.73
1054, 25.88, 98969, 44, 197.99, 0.73
1062, 25.88, 98969, 44, 197.99, 0.73
1071, 25.88, 98969, 44, 197.99, 0.73
1079, 25.88, 98969, 44, 197.99, 0.73
1088, 25.88, 98969, 44, 197.99, 0.73
1097, 25.88, 98969, 44, 197.99, 0.73
1105, 25.88, 98969, 44, 197.99, 0.73
1114, 25.88, 98968, 44, 198.08, 0.73
1122, 25.88, 98968, 44, 198.08, 0.73
1131, 25.88, 98968, 44, 198.08, 0.93
1144, 25.88, 98968, 44, 198.08, 0.73
1153, 25.88, 98968, 44, 198.08, 0.73
1161, 25.88, 98968, 44, 198.08, 0.73
1169, 25.88, 98968, 44, 198.08, 0.73
1179, 25.88, 98968, 44, 198.08, 0.73
1187, 25.88, 98968, 44, 198.08, 0.73
1195, 25.88, 98968, 44, 198.08, 0.73
1204, 25.88, 98968, 44, 198.08, 0.73
1212, 25.88, 98970, 44, 197.91, 0.73
1221, 25.88, 98970, 44, 197.91, 0.73
1230, 25.88, 98970, 44, 197.91, 0.73
1238, 25.88, 98970, 44, 197.91, 0.73
1247, 25.88, 98970, 44, 197.91, 0.73
1262, 25.88, 98970, 44, 197.91, 0.73
1270, 25.88, 98970, 44, 197.91, 0.73
1278, 25.88, 98970, 44, 197.91, 0.73
1287, 25.88, 98970, 44, 197.91, 0.73
1295, 25.88, 98970, 44, 197.91, 0.73
1304, 25.88, 98970, 44, 197.91, 0.73
1313, 25.87, 98970, 44, 197.91, 0.73
1321, 25.87, 98970, 44, 197.91, 0.73
1329, 25.87, 98970, 44, 197.91, 0.73
1338, 25.87, 98970, 44, 197.91, 0.73
1347, 25.87, 98970, 44, 197.91, 0.73
1356, 25.87, 98970, 44, 197.91, 0.73
1364, 25.87, 98970, 44, 197.91, 0.73
1376, 25.87, 98970, 44, 197.91, 0.83
1386, 25.87, 98970, 44, 197.91, 0.73
1394, 25.87, 98970, 44, 197.91, 0.73
1402, 25.87, 98970, 44, 197.91, 0.73
1411, 25.87, 98970, 44, 197.91, 0.73
1419, 25.87, 98970, 44, 197.91, 0.73
1428, 25.87, 98970, 44, 197.91, 0.73
1437, 25.87, 98970, 44, 197.91, 0.73
1445, 25.87, 98970, 44, 197.91, 0.73
1453, 25.87, 98970, 44, 197.91, 0.73
1462, 25.87, 98970, 44, 197.91, 0.73
1471, 25.87, 98970, 44, 197.91, 0.73
1479, 25.87, 98970, 44, 197.91, 0.73
1488, 25.87, 98970, 44, 197.91, 0.73
1502, 25.87, 98970, 44, 197.91, 0.73
1510, 25.87, 98970, 44, 197.91, 0.73
1520, 25.87, 98970, 44, 197.91, 0.73
1528, 25.87, 98970, 44, 197.91, 0.73
1536, 25.87, 98970, 44, 197.91, 0.73
1545, 25.87, 98970, 44, 197.91, 0.73
1553, 25.87, 98970, 44, 197.91, 0.73
1563, 25.87, 98970, 44, 197.91, 0.73
1571, 25.87, 98970, 44, 197.91, 0.73
1579, 25.87, 98970, 44, 197.91, 0.73
1588, 25.87, 98970, 44, 197.91, 0.73
1596, 25.87, 98970, 44, 198.08, 0.73
1605, 25.87, 98968, 44, 198.08, 0.73
1618, 25.87, 98968, 44, 198.08, 0.83
1626, 25.87, 98968, 44, 198.08, 0.73
1634, 25.87, 98968, 44, 198.08, 0.73
1644, 25.87, 98968, 44, 198.08, 0.73
1652, 25.87, 98968, 44, 198.08, 0.73
1660, 25.87, 98968, 44, 198.08, 0.73
1669, 25.87, 98968, 44, 198.08, 0.73
1677, 25.87, 98968, 44, 198.08, 0.73
1686, 25.87, 98968, 44, 198.08, 0.73
1695, 25.87, 98968, 44, 197.82, 0.73
1703, 25.87, 98971, 44, 197.82, 0.73
1711, 25.87, 98971, 44, 197.82, 0.73
1720, 25.87, 98971, 44, 197.82, 0.73
1729, 25.87, 98971, 44, 197.82, 0.73
1743, 25.87, 98971, 44, 197.82, 0.73
1752, 25.87, 98971, 44, 197.82, 0.73
1760, 25.87, 98971, 44, 197.82, 0.73
1769, 25.87, 98971, 44, 197.82, 0.73
1778, 25.87, 98971, 44, 197.82, 0.73
1786, 25.87, 98971, 44, 197.82, 0.73
1794, 25.86, 98973, 44, 197.65, 0.73
1803, 25.86, 98973, 44, 197.65, 0.73
1812, 25.86, 98973, 44, 197.65, 0.73
1820, 25.86, 98973, 44, 197.65, 0.73
1829, 25.86, 98973, 44, 197.65, 0.73
1837, 25.86, 98973, 44, 197.65, 0.73
1845, 25.86, 98973, 44, 197.65, 0.73
1859, 25.86, 98973, 44, 197.65, 0.83
1867, 25.86, 98973, 44, 197.65, 0.73
1875, 25.86, 98973, 44, 197.65, 0.73
1884, 25.86, 98973, 44, 197.65, 0.73
1892, 25.86, 98968, 44, 198.08, 0.73
1902, 25.86, 98968, 44, 198.08, 0.73
1910, 25.86, 98968, 44, 198.08, 0.73
1918, 25.86, 98968, 44, 198.08, 0.73
1927, 25.86, 98968, 44, 198.08, 0.73
1935, 25.86, 98968, 44, 198.08, 0.73
1944, 25.86, 98968, 44, 198.08, 0.73
1953, 25.86, 98968, 44, 198.08, 0.73
1961, 25.86, 98968, 44, 198.08, 0.73
1969, 25.86, 98968, 44, 197.91, 0.73
1996, 25.86, 98970, 44, 197.91, 0.73
2004, 25.86, 98970, 44, 197.91, 0.73
2013, 25.86, 98970, 44, 197.91, 0.73
2021, 25.86, 98970, 44, 197.91, 0.73
2030, 25.86, 98970, 44, 197.91, 0.73
2039, 25.86, 98970, 44, 197.91, 0.73
2047, 25.86, 98970, 44, 197.91, 0.73
2056, 25.86, 98970, 44, 197.91, 0.73
2064, 25.86, 98970, 44, 197.91, 0.73
2073, 25.86, 98970, 44, 197.91, 0.73
2082, 25.86, 98970, 44, 197.82, 0.73
2090, 25.86, 98971, 44, 197.82, 0.73
2098, 25.86, 98971, 44, 197.82, 0.73
2112, 25.86, 98971, 44, 197.82, 0.73
2120, 25.86, 98971, 44, 197.82, 0.73
2129, 25.86, 98971, 44, 197.82, 0.73
2137, 25.86, 98971, 44, 197.82, 0.73
2146, 25.86, 98971, 44, 197.82, 0.73
2155, 25.86, 98971, 44, 197.82, 0.73
2163, 25.86, 98971, 44, 197.82, 0.73
2172, 25.86, 98971, 44, 197.82, 0.73
2180, 25.86, 98971, 44, 197.65, 0.73
2188, 25.86, 98973, 44, 197.65, 0.73
2198, 25.86, 98973, 44, 197.65, 0.73
2206, 25.86, 98973, 44, 197.65, 0.73
2214, 25.86, 98973, 44, 197.65, 0.73
2223, 25.86, 98973, 44, 197.65, 0.73
2238, 25.86, 98973, 44, 197.65, 0.73
2246, 25.86, 98973, 44, 197.65, 0.73
2254, 25.86, 98973, 44, 197.65, 0.73
2263, 25.86, 98973, 44, 197.65, 0.73
2271, 25.86, 98973, 44, 197.65, 0.73
2279, 25.85, 98971, 44, 197.82, 0.73
2289, 25.85, 98971, 44, 197.82, 0.73
2297, 25.85, 98971, 44, 197.82, 0.73
